id,date,type,category,value,price_index,reference
2329,07/07/2018,Expenses,,55.85,,
2330,08/07/2018,Expenses,Food,62.15,,
2331,12/07/2018,Expenses,Health,54.67,,
2332,16/07/2018,Expenses,Leisure,250.31,,
2333,16/07/2018,Savings buying,,239.77,5.68,0
2334,18/07/2018,Expenses,Food,60.33,,
2335,24/07/2018,Savings buying,,290.64,6.81,1
2336,25/07/2018,Expenses,Food,59.27,,
2337,31/07/2018,Income,,252.14,,
2338,01/08/2018,Income,,3500.00,,
2339,01/08/2018,Expenses,Housing,1700.00,,
2340,01/08/2018,Expenses,Utilities,300.00,,
2341,01/08/2018,Expenses,Food,64.35,,
2342,02/08/2018,Expenses,Shopping,448.69,,
2343,05/08/2018,Expenses,Food,62.81,,
2344,08/08/2018,Expenses,Food,62.62,,
2345,13/08/2018,Expenses,Health,91.00,,
2346,17/08/2018,Expenses,Food,62.16,,
2347,19/08/2018,Expenses,Utilities,126.04,,
2348,21/08/2018,Expenses,Food,61.60,,
2349,22/08/2018,Savings buying,,288.85,71.53,2
2350,26/08/2018,Expenses,Food,60.54,,
2351,27/08/2018,Expenses,Leisure,448.14,,
2352,27/08/2018,Savings buying,,273.53,4.99,0
2353,28/08/2018,Expenses,Food,58.20,,
2354,01/09/2018,Income,,3500.00,,
2355,01/09/2018,Expenses,Housing,1700.00,,
2356,01/09/2018,Expenses,Utilities,300.00,,
2357,04/09/2018,Expenses,Food,62.52,,
2358,07/09/2018,Expenses,,226.92,,
2359,15/09/2018,Income,,149.43,,
2360,21/09/2018,Expenses,Food,62.10,,
2361,27/09/2018,Expenses,Housing,196.00,,
2362,28/09/2018,Expenses,Food,61.33,,
2363,29/09/2018,Expenses,Food,61.14,,
2364,01/10/2018,Income,,3500.00,,
2365,01/10/2018,Expenses,Housing,1700.00,,
2366,01/10/2018,Expenses,Utilities,300.00,,
2367,01/10/2018,Expenses,Food,65.46,,
2368,04/10/2018,Expenses,Utilities,113.75,,
2369,09/10/2018,Income,,290.26,,
2370,09/10/2018,Expenses,Food,65.79,,
2371,10/10/2018,Expenses,Utilities,119.24,,
2372,15/10/2018,Expenses,,135.87,,
2373,20/10/2018,Expenses,Food,64.83,,
2374,20/10/2018,Expenses,Leisure,237.18,,
2375,21/10/2018,Expenses,Food,63.92,,
2376,23/10/2018,Expenses,Shopping,611.42,,
2377,24/10/2018,Expenses,Shopping,15.27,,
2378,25/10/2018,Expenses,Shopping,111.02,,
2379,01/11/2018,Income,,3500.00,,
2380,01/11/2018,Expenses,Housing,1700.00,,
2381,01/11/2018,Expenses,Utilities,300.00,,
2382,02/11/2018,Expenses,Leisure,837.32,,
2383,04/11/2018,Expenses,Food,63.49,,
2384,11/11/2018,Expenses,Leisure,444.94,,
2385,13/11/2018,Expenses,Shopping,334.21,,
2386,14/11/2018,Expenses,Housing,95.77,,
2387,14/11/2018,Expenses,Food,60.97,,
2388,14/11/2018,Expenses,Utilities,101.75,,
2389,15/11/2018,Expenses,Food,60.20,,
2390,16/11/2018,Expenses,Food,60.02,,
2391,17/11/2018,Expenses,Health,54.92,,
2392,20/11/2018,Expenses,Food,59.67,,
2393,22/11/2018,Expenses,Shopping,241.93,,
2394,24/11/2018,Expenses,Food,58.77,,
2395,27/11/2018,Expenses,Housing,93.20,,
2396,01/12/2018,Income,,3500.00,,
2397,01/12/2018,Expenses,Housing,1700.00,,
2398,01/12/2018,Expenses,Utilities,300.00,,
2399,07/12/2018,Expenses,Food,62.80,,
2400,08/12/2018,Expenses,Food,62.61,,
2401,13/12/2018,Expenses,Food,62.43,,
2402,16/12/2018,Expenses,Health,57.68,,
2403,17/12/2018,Expenses,Health,137.67,,
2404,18/12/2018,Expenses,Food,61.65,,
2405,19/12/2018,Expenses,Food,61.47,,
2406,22/12/2018,Expenses,Food,61.29,,
2407,23/12/2018,Expenses,Food,61.10,,
2408,24/12/2018,Expenses,Food,60.92,,
2409,24/12/2018,Expenses,Utilities,94.11,,
2410,24/12/2018,Expenses,Health,72.73,,
2411,30/12/2018,Expenses,Utilities,76.69,,
2412,31/12/2018,Expenses,Food,60.00,,
2413,01/01/2019,Income,,3500.00,,
2414,01/01/2019,Expenses,Housing,1700.00,,
2415,01/01/2019,Expenses,Utilities,300.00,,
2416,03/01/2019,Expenses,Food,64.32,,
2417,06/01/2019,Expenses,Food,64.13,,
2418,06/01/2019,Expenses,Health,90.86,,
2419,10/01/2019,Income,,322.46,,
2420,10/01/2019,Expenses,Food,64.63,,
2421,11/01/2019,Expenses,Food,64.44,,
2422,14/01/2019,Expenses,Food,64.24,,
2423,16/01/2019,Expenses,Food,64.05,,
2424,18/01/2019,Expenses,Health,35.31,,
2425,22/01/2019,Expenses,Utilities,27.66,,
2426,24/01/2019,Expenses,Food,63.67,,
2427,25/01/2019,Expenses,Food,63.48,,
2428,25/01/2019,Savings buying,,340.42,6.62,1
2429,28/01/2019,Expenses,Food,62.27,,
2430,01/02/2019,Income,,3500.00,,
2431,01/02/2019,Expenses,Housing,1700.00,,
2432,01/02/2019,Expenses,Utilities,300.00,,
2433,01/02/2019,Expenses,Food,66.58,,
2434,01/02/2019,Savings buying,,443.75,5.07,1
2435,02/02/2019,Expenses,Food,65.05,,
2436,02/02/2019,Expenses,,183.42,,
2437,07/02/2019,Expenses,Food,64.30,,
2438,08/02/2019,Expenses,Shopping,1008.38,,
2439,09/02/2019,Expenses,Food,61.09,,
2440,10/02/2019,Expenses,Food,60.91,,
2441,12/02/2019,Expenses,Leisure,427.64,,
2442,13/02/2019,Expenses,Shopping,447.03,,
2443,17/02/2019,Expenses,Food,58.09,,
2444,19/02/2019,Expenses,Food,57.91,,
2445,20/02/2019,Expenses,Food,57.74,,
2446,20/02/2019,Expenses,,93.05,,
2447,22/02/2019,Expenses,Food,57.29,,
2448,25/02/2019,Expenses,Food,57.12,,
2449,25/02/2019,Savings buying,,278.93,11.5,0
2450,26/02/2019,Savings selling,,323.34,5.49,1
2451,01/03/2019,Income,,3500.00,,
2452,01/03/2019,Expenses,Housing,1700.00,,
2453,01/03/2019,Expenses,Utilities,300.00,,
2454,01/03/2019,Expenses,Utilities,71.41,,
2455,06/03/2019,Expenses,,69.52,,
2456,09/03/2019,Expenses,Food,61.16,,
2457,10/03/2019,Expenses,Food,60.97,,
2458,10/03/2019,Expenses,,275.99,,
2459,13/03/2019,Expenses,Leisure,210.66,,
2460,15/03/2019,Expenses,Food,59.33,,
2461,15/03/2019,Expenses,Shopping,803.12,,
2462,22/03/2019,Expenses,Food,56.74,,
2463,24/03/2019,Expenses,Food,56.57,,
2464,24/03/2019,Expenses,Leisure,642.85,,
2465,27/03/2019,Expenses,Food,54.47,,
2466,01/04/2019,Income,,3500.00,,
2467,01/04/2019,Expenses,Housing,1700.00,,
2468,01/04/2019,Expenses,Utilities,300.00,,
2469,02/04/2019,Expenses,Food,58.81,,
2470,05/04/2019,Expenses,Health,28.58,,
2471,06/04/2019,Expenses,Health,95.80,,
2472,06/04/2019,Expenses,Shopping,663.94,,
2473,08/04/2019,Expenses,Food,56.29,,
2474,10/04/2019,Expenses,Health,160.12,,
2475,13/04/2019,Expenses,Food,55.65,,
2476,18/04/2019,Expenses,Food,55.48,,
2477,19/04/2019,Expenses,Food,55.31,,
2478,20/04/2019,Expenses,Food,55.15,,
2479,21/04/2019,Expenses,Food,54.98,,
2480,22/04/2019,Expenses,Food,54.82,,
2481,22/04/2019,Expenses,Shopping,437.37,,
2482,29/04/2019,Expenses,Food,53.34,,
2483,01/05/2019,Income,,3500.00,,
2484,01/05/2019,Expenses,Housing,1700.00,,
2485,01/05/2019,Expenses,Utilities,300.00,,
2486,01/05/2019,Expenses,Food,57.68,,
2487,02/05/2019,Expenses,Food,57.51,,
2488,04/05/2019,Expenses,Food,57.34,,
2489,06/05/2019,Expenses,Health,24.73,,
2490,08/05/2019,Expenses,Food,57.10,,
2491,08/05/2019,Expenses,Health,33.92,,
2492,10/05/2019,Expenses,Health,99.76,,
2493,11/05/2019,Expenses,Food,56.52,,
2494,17/05/2019,Expenses,Food,56.35,,
2495,20/05/2019,Expenses,Food,56.18,,
2496,21/05/2019,Expenses,Food,56.02,,
2497,24/05/2019,Expenses,Utilities,74.77,,
2498,24/05/2019,Expenses,Health,87.82,,
2499,27/05/2019,Expenses,Leisure,962.15,,
2500,01/06/2019,Income,,3500.00,,
2501,01/06/2019,Expenses,Housing,1700.00,,
2502,01/06/2019,Expenses,Utilities,300.00,,
2503,01/06/2019,Expenses,Food,56.97,,
2504,03/06/2019,Expenses,Food,56.80,,
2505,03/06/2019,Expenses,Utilities,121.13,,
2506,04/06/2019,Expenses,Housing,216.49,,
2507,04/06/2019,Expenses,Food,56.27,,
2508,04/06/2019,Expenses,Health,58.05,,
2509,13/06/2019,Savings buying,,210.37,5.05,1
2510,14/06/2019,Expenses,Leisure,362.15,,
2511,16/06/2019,Expenses,Food,53.55,,
2512,18/06/2019,Expenses,Food,53.39,,
2513,19/06/2019,Income,,273.75,,
2514,19/06/2019,Expenses,Food,54.05,,
2515,25/06/2019,Income,,307.88,,
2516,25/06/2019,Expenses,Food,54.81,,
2517,27/06/2019,Expenses,Food,54.65,,
2518,29/06/2019,Expenses,Food,54.48,,
2519,30/06/2019,Expenses,Shopping,591.40,,
2520,01/07/2019,Income,,3500.00,,
2521,01/07/2019,Expenses,Housing,1700.00,,
2522,01/07/2019,Expenses,Utilities,300.00,,
2523,01/07/2019,Expenses,Food,57.05,,
2524,06/07/2019,Expenses,Food,56.91,,
2525,08/07/2019,Expenses,Food,56.74,,
2526,08/07/2019,Expenses,Health,26.01,,
2527,09/07/2019,Expenses,Food,56.49,,
2528,09/07/2019,Expenses,,207.08,,
2529,10/07/2019,Expenses,Food,55.70,,
2530,11/07/2019,Expenses,Food,55.54,,
2531,13/07/2019,Expenses,Food,55.37,,
2532,14/07/2019,Expenses,Food,55.20,,
2533,16/07/2019,Expenses,Food,55.04,,
2534,18/07/2019,Expenses,Food,54.87,,
2535,20/07/2019,Expenses,Health,67.03,,
2536,28/07/2019,Expenses,Food,54.51,,
2537,30/07/2019,Expenses,,81.41,,
2538,31/07/2019,Expenses,Food,54.10,,
2539,01/08/2019,Income,,3500.00,,
2540,01/08/2019,Expenses,Housing,1700.00,,
2541,01/08/2019,Expenses,Utilities,300.00,,
2542,07/08/2019,Expenses,Leisure,383.48,,
2543,08/08/2019,Savings buying,,301.92,85.81,2
2544,14/08/2019,Expenses,Housing,74.03,,
2545,19/08/2019,Expenses,Food,56.16,,
2546,20/08/2019,Expenses,Leisure,949.16,,
2547,23/08/2019,Expenses,Food,53.14,,
2548,26/08/2019,Income,,709.59,,
2549,30/08/2019,Expenses,Food,55.11,,
2550,31/08/2019,Savings selling,,304.07,61.64,2
2551,01/09/2019,Income,,3500.00,,
2552,01/09/2019,Expenses,Housing,1700.00,,
2553,01/09/2019,Expenses,Utilities,300.00,,
2554,02/09/2019,Expenses,Food,60.36,,
2555,04/09/2019,Expenses,Food,60.18,,
2556,05/09/2019,Expenses,Food,60.00,,
2557,06/09/2019,Expenses,Health,33.51,,
2558,07/09/2019,Expenses,Food,59.72,,
2559,08/09/2019,Savings selling,,318.5,4.07,1
2560,11/09/2019,Expenses,,62.51,,
2561,13/09/2019,Expenses,Food,60.31,,
2562,16/09/2019,Expenses,Food,60.12,,
2563,18/09/2019,Expenses,Health,104.52,,
2564,18/09/2019,Expenses,Leisure,36.76,,
2565,19/09/2019,Expenses,Leisure,498.69,,
2566,20/09/2019,Expenses,Food,58.02,,
2567,22/09/2019,Expenses,Food,57.85,,
2568,23/09/2019,Expenses,Food,57.68,,
2569,23/09/2019,Expenses,Shopping,136.30,,
2570,24/09/2019,Expenses,Food,57.09,,
2571,28/09/2019,Income,,275.07,,
2572,28/09/2019,Expenses,Food,57.73,,
2573,28/09/2019,Expenses,Leisure,205.98,,
2574,29/09/2019,Expenses,Food,56.94,,
2575,30/09/2019,Expenses,,131.34,,
2576,01/10/2019,Income,,3500.00,,
2577,01/10/2019,Expenses,Housing,1700.00,,
2578,01/10/2019,Expenses,Utilities,300.00,,
2579,04/10/2019,Expenses,Health,96.98,,
2580,06/10/2019,Expenses,Food,60.58,,
2581,08/10/2019,Expenses,Leisure,889.53,,
2582,09/10/2019,Expenses,Food,57.73,,
2583,09/10/2019,Expenses,,94.61,,
2584,11/10/2019,Savings buying,,298.84,81.57,0
2585,13/10/2019,Expenses,,50.97,,
2586,17/10/2019,Expenses,Food,56.23,,
2587,18/10/2019,Income,,194.39,,
2588,21/10/2019,Expenses,Food,56.64,,
2589,26/10/2019,Expenses,Food,56.47,,
2590,28/10/2019,Expenses,Food,56.30,,
2591,30/10/2019,Expenses,Health,89.89,,
2592,31/10/2019,Expenses,Leisure,39.63,,
2593,01/11/2019,Income,,3500.00,,
2594,01/11/2019,Expenses,Housing,1700.00,,
2595,01/11/2019,Expenses,Utilities,300.00,,
2596,03/11/2019,Expenses,Food,60.24,,
2597,04/11/2019,Expenses,Food,60.06,,
2598,05/11/2019,Expenses,Shopping,396.61,,
2599,06/11/2019,Expenses,Food,58.69,,
2600,09/11/2019,Expenses,Food,58.52,,
2601,10/11/2019,Expenses,Food,58.34,,
2602,11/11/2019,Expenses,Utilities,94.65,,
2603,12/11/2019,Expenses,Food,57.88,,
2604,13/11/2019,Expenses,Food,57.71,,
2605,14/11/2019,Expenses,Shopping,427.65,,
2606,15/11/2019,Income,,22.05,,
2607,18/11/2019,Expenses,,252.50,,
2608,20/11/2019,Savings buying,,247.11,114.33,0
2609,22/11/2019,Expenses,Food,54.82,,
2610,22/11/2019,Expenses,Utilities,105.94,,
2611,27/11/2019,Expenses,Food,54.34,,
2612,28/11/2019,Expenses,Food,54.17,,
2613,29/11/2019,Expenses,Food,54.01,,
2614,01/12/2019,Income,,3500.00,,
2615,01/12/2019,Expenses,Housing,1700.00,,
2616,01/12/2019,Expenses,Utilities,300.00,,
2617,04/12/2019,Expenses,Leisure,186.05,,
2618,10/12/2019,Expenses,Food,57.79,,
2619,11/12/2019,Expenses,Food,57.62,,
2620,14/12/2019,Expenses,Food,57.45,,
2621,15/12/2019,Expenses,Food,57.27,,
2622,15/12/2019,Savings buying,,281.62,5.15,1
2623,19/12/2019,Expenses,Food,56.25,,
2624,22/12/2019,Expenses,Health,78.19,,
2625,23/12/2019,Expenses,Food,55.85,,
2626,26/12/2019,Expenses,,360.91,,
2627,27/12/2019,Expenses,Food,54.60,,
2628,29/12/2019,Expenses,Food,54.43,,
2629,30/12/2019,Expenses,Food,54.27,,
2630,01/01/2020,Income,,3500.00,,
2631,01/01/2020,Expenses,Housing,1700.00,,
2632,01/01/2020,Expenses,Utilities,300.00,,
2633,03/01/2020,Expenses,Food,58.61,,
2634,10/01/2020,Expenses,Utilities,104.71,,
2635,11/01/2020,Expenses,Shopping,253.11,,
2636,15/01/2020,Expenses,Food,57.36,,
2637,16/01/2020,Expenses,Food,57.19,,
2638,16/01/2020,Savings buying,,322.37,7.08,1
2639,18/01/2020,Expenses,Utilities,104.90,,
2640,20/01/2020,Expenses,Utilities,88.50,,
2641,21/01/2020,Savings buying,,192.13,7.88,1
2642,23/01/2020,Expenses,Food,54.90,,
2643,25/01/2020,Expenses,Utilities,60.48,,
2644,28/01/2020,Expenses,Food,54.55,,
2645,29/01/2020,Expenses,Food,54.39,,
2646,29/01/2020,Expenses,Leisure,550.96,,
2647,01/02/2020,Income,,3500.00,,
2648,01/02/2020,Expenses,Housing,1700.00,,
2649,01/02/2020,Expenses,Utilities,300.00,,
2650,05/02/2020,Savings selling,,297.4,9.19,1
2651,07/02/2020,Expenses,Food,57.96,,
2652,12/02/2020,Expenses,Food,57.79,,
2653,12/02/2020,Expenses,Leisure,178.45,,
2654,15/02/2020,Expenses,Food,57.08,,
2655,20/02/2020,Expenses,Food,56.91,,
2656,21/02/2020,Expenses,,150.68,,
2657,22/02/2020,Expenses,Food,56.29,,
2658,23/02/2020,Expenses,Leisure,232.38,,
2659,24/02/2020,Expenses,Food,55.42,,
2660,28/02/2020,Expenses,Food,55.25,,
2661,01/03/2020,Income,,3500.00,,
2662,01/03/2020,Expenses,Housing,1700.00,,
2663,01/03/2020,Expenses,Utilities,300.00,,
2664,03/03/2020,Expenses,Food,59.59,,
2665,06/03/2020,Expenses,Shopping,391.09,,
2666,10/03/2020,Expenses,Food,58.24,,
2667,11/03/2020,Expenses,Utilities,102.58,,
2668,12/03/2020,Expenses,Health,169.42,,
2669,12/03/2020,Expenses,,240.96,,
2670,16/03/2020,Expenses,Health,53.66,,
2671,18/03/2020,Expenses,Food,56.36,,
2672,18/03/2020,Expenses,Health,73.93,,
2673,24/03/2020,Expenses,Health,74.36,,
2674,30/03/2020,Expenses,Food,55.75,,
2675,31/03/2020,Expenses,Utilities,73.20,,
2676,01/04/2020,Income,,3500.00,,
2677,01/04/2020,Expenses,Housing,1700.00,,
2678,01/04/2020,Expenses,Utilities,300.00,,
2679,01/04/2020,Expenses,Health,114.41,,
2680,05/04/2020,Expenses,Food,59.52,,
2681,09/04/2020,Expenses,Health,142.42,,
2682,11/04/2020,Expenses,Housing,195.44,,
2683,14/04/2020,Expenses,Shopping,435.26,,
2684,15/04/2020,Expenses,Food,57.06,,
2685,18/04/2020,Expenses,Food,56.89,,
2686,19/04/2020,Expenses,Food,56.72,,
2687,20/04/2020,Expenses,Food,56.55,,
2688,21/04/2020,Expenses,Food,56.38,,
2689,22/04/2020,Expenses,Utilities,101.14,,
2690,26/04/2020,Expenses,Food,55.91,,
2691,27/04/2020,Expenses,Food,55.74,,
2692,28/04/2020,Expenses,Food,55.58,,
2693,29/04/2020,Expenses,Food,55.41,,
2694,30/04/2020,Expenses,Food,55.24,,
2695,30/04/2020,Savings buying,,259.59,5.25,1
2696,01/05/2020,Income,,3500.00,,
2697,01/05/2020,Expenses,Housing,1700.00,,
2698,01/05/2020,Expenses,Utilities,300.00,,
2699,02/05/2020,Expenses,Utilities,71.79,,
2700,03/05/2020,Expenses,,210.90,,
2701,05/05/2020,Expenses,Food,57.96,,
2702,07/05/2020,Expenses,Food,57.79,,
2703,09/05/2020,Savings buying,,298.08,39.81,2
2704,11/05/2020,Expenses,,189.39,,
2705,15/05/2020,Expenses,Food,56.15,,
2706,19/05/2020,Expenses,Food,55.99,,
2707,24/05/2020,Expenses,Food,55.82,,
2708,25/05/2020,Expenses,Shopping,203.04,,
2709,28/05/2020,Expenses,Shopping,575.19,,
2710,29/05/2020,Expenses,Food,53.32,,
2711,30/05/2020,Expenses,Food,53.16,,
2712,31/05/2020,Expenses,Food,53.00,,
2713,01/06/2020,Income,,3500.00,,
2714,01/06/2020,Expenses,Housing,1700.00,,
2715,01/06/2020,Expenses,Utilities,300.00,,
2716,01/06/2020,Expenses,Health,36.11,,
2717,05/06/2020,Expenses,Housing,177.53,,
2718,05/06/2020,Expenses,Health,133.58,,
2719,11/06/2020,Expenses,Food,56.30,,
2720,16/06/2020,Expenses,Food,56.13,,
2721,17/06/2020,Expenses,Food,55.96,,
2722,20/06/2020,Expenses,,285.04,,
2723,22/06/2020,Expenses,Health,57.12,,
2724,24/06/2020,Savings selling,,256.04,54.79,0
2725,01/07/2020,Income,,3500.00,,
2726,01/07/2020,Expenses,Housing,1700.00,,
2727,01/07/2020,Expenses,Utilities,300.00,,
2728,03/07/2020,Expenses,Food,60.03,,
2729,03/07/2020,Expenses,Health,28.14,,
2730,04/07/2020,Expenses,Health,1.40,,
2731,05/07/2020,Expenses,Food,59.77,,
2732,05/07/2020,Savings buying,,221.21,2.81,1
2733,07/07/2020,Savings buying,,353.82,88.07,2
2734,09/07/2020,Expenses,Shopping,313.11,,
2735,12/07/2020,Savings selling,,341.47,3.26,1
2736,16/07/2020,Expenses,Food,57.95,,
2737,20/07/2020,Expenses,Utilities,122.71,,
2738,21/07/2020,Expenses,Shopping,538.42,,
2739,22/07/2020,Expenses,Food,55.79,,
2740,28/07/2020,Expenses,Food,55.62,,
2741,29/07/2020,Expenses,Food,55.46,,
2742,31/07/2020,Expenses,Leisure,849.69,,
2743,01/08/2020,Income,,3500.00,,
2744,01/08/2020,Expenses,Housing,1700.00,,
2745,01/08/2020,Expenses,Utilities,300.00,,
2746,01/08/2020,Expenses,Food,57.24,,
2747,03/08/2020,Expenses,Food,57.07,,
2748,05/08/2020,Savings buying,,335.85,62.8,0
2749,07/08/2020,Savings buying,,347.0,64.06,0
2750,08/08/2020,Savings buying,,265.39,67.35,0
2751,09/08/2020,Expenses,Food,54.05,,
2752,09/08/2020,Expenses,Health,127.43,,
2753,10/08/2020,Expenses,Food,53.51,,
2754,10/08/2020,Expenses,Utilities,75.51,,
2755,11/08/2020,Expenses,,227.17,,
2756,13/08/2020,Savings buying,,233.88,2.28,1
2757,20/08/2020,Income,,190.84,,
2758,20/08/2020,Expenses,Food,52.31,,
2759,23/08/2020,Expenses,Food,52.14,,
2760,30/08/2020,Expenses,Leisure,119.46,,
2761,01/09/2020,Income,,3500.00,,
2762,01/09/2020,Expenses,Housing,1700.00,,
2763,01/09/2020,Expenses,Utilities,300.00,,
2764,04/09/2020,Expenses,Food,56.13,,
2765,06/09/2020,Savings buying,,318.45,1.78,1
2766,07/09/2020,Expenses,Food,55.01,,
2767,12/09/2020,Expenses,Food,54.85,,
2768,16/09/2020,Expenses,Food,54.68,,
2769,29/09/2020,Expenses,Food,54.52,,
2770,29/09/2020,Savings buying,,335.92,2.09,1
2771,01/10/2020,Income,,3500.00,,
2772,01/10/2020,Expenses,Housing,1700.00,,
2773,01/10/2020,Expenses,Utilities,300.00,,
2774,02/10/2020,Expenses,Food,57.85,,
2775,04/10/2020,Expenses,Food,57.67,,
2776,14/10/2020,Expenses,Health,22.95,,
2777,17/10/2020,Expenses,Health,63.58,,
2778,18/10/2020,Expenses,Food,57.24,,
2779,20/10/2020,Expenses,Food,57.07,,
2780,20/10/2020,Expenses,Health,46.72,,
2781,20/10/2020,Expenses,Leisure,92.30,,
2782,28/10/2020,Expenses,Food,56.47,,
2783,31/10/2020,Expenses,Food,56.30,,
2784,01/11/2020,Income,,3500.00,,
2785,01/11/2020,Expenses,Housing,1700.00,,
2786,01/11/2020,Expenses,Utilities,300.00,,
2787,03/11/2020,Expenses,Food,60.63,,
2788,04/11/2020,Expenses,Food,60.45,,
2789,04/11/2020,Expenses,Utilities,115.04,,
2790,08/11/2020,Expenses,Food,59.92,,
2791,11/11/2020,Expenses,Food,59.74,,
2792,11/11/2020,Expenses,Leisure,1063.15,,
2793,14/11/2020,Expenses,Food,56.37,,
2794,17/11/2020,Expenses,Food,56.20,,
2795,18/11/2020,Expenses,Shopping,619.90,,
2796,23/11/2020,Expenses,Food,54.18,,
2797,26/11/2020,Expenses,Food,54.01,,
2798,28/11/2020,Expenses,Food,53.85,,
2799,30/11/2020,Expenses,Food,53.69,,
2800,01/12/2020,Income,,3500.00,,
2801,01/12/2020,Expenses,Housing,1700.00,,
2802,01/12/2020,Expenses,Utilities,300.00,,
2803,02/12/2020,Expenses,Food,58.03,,
2804,03/12/2020,Expenses,Food,57.85,,
2805,05/12/2020,Expenses,Food,57.68,,
2806,06/12/2020,Expenses,Food,57.51,,
2807,06/12/2020,Expenses,Leisure,1307.35,,
2808,14/12/2020,Expenses,Food,53.41,,
2809,17/12/2020,Expenses,Shopping,397.09,,
2810,20/12/2020,Expenses,Utilities,41.48,,
2811,20/12/2020,Expenses,Leisure,213.71,,
2812,22/12/2020,Expenses,Food,51.30,,
2813,27/12/2020,Expenses,,128.26,,
2814,29/12/2020,Expenses,Shopping,123.14,,
2815,31/12/2020,Expenses,Shopping,11.56,,
2816,01/01/2021,Income,,3500.00,,
2817,01/01/2021,Expenses,Housing,1700.00,,
2818,01/01/2021,Expenses,Utilities,300.00,,
2819,05/01/2021,Expenses,Food,54.85,,
2820,08/01/2021,Expenses,Health,67.16,,
2821,09/01/2021,Expenses,,52.40,,
2822,14/01/2021,Expenses,Food,54.33,,
2823,14/01/2021,Expenses,Shopping,286.13,,
2824,17/01/2021,Expenses,Food,53.31,,
2825,18/01/2021,Expenses,Food,53.15,,
2826,21/01/2021,Expenses,Food,52.99,,
2827,22/01/2021,Income,,269.42,,
2828,24/01/2021,Expenses,Utilities,74.54,,
2829,25/01/2021,Expenses,Food,53.41,,
2830,27/01/2021,Expenses,Utilities,64.92,,
2831,27/01/2021,Savings buying,,313.58,101.26,2
2832,30/01/2021,Savings buying,,276.34,81.27,0
2833,01/02/2021,Income,,3500.00,,
2834,01/02/2021,Expenses,Housing,1700.00,,
2835,01/02/2021,Expenses,Utilities,300.00,,
2836,01/02/2021,Income,,56.27,,
2837,02/02/2021,Savings buying,,291.7,80.35,0
2838,03/02/2021,Expenses,Food,55.08,,
2839,05/02/2021,Expenses,Health,101.83,,
2840,05/02/2021,Expenses,Leisure,1070.67,,
2841,08/02/2021,Expenses,,127.69,,
2842,12/02/2021,Expenses,Leisure,3.51,,
2843,15/02/2021,Income,,387.24,,
2844,16/02/2021,Expenses,Food,52.17,,
2845,19/02/2021,Expenses,Health,117.60,,
2846,20/02/2021,Expenses,Food,51.66,,
2847,21/02/2021,Expenses,Leisure,464.82,,
2848,25/02/2021,Expenses,,247.22,,
2849,27/02/2021,Expenses,Food,49.37,,
2850,28/02/2021,Expenses,Utilities,54.29,,
2851,01/03/2021,Income,,3500.00,,
2852,01/03/2021,Expenses,Housing,1700.00,,
2853,01/03/2021,Expenses,Utilities,300.00,,
2854,01/03/2021,Expenses,Food,53.56,,
2855,02/03/2021,Expenses,Housing,172.46,,
2856,03/03/2021,Expenses,Utilities,137.13,,
2857,03/03/2021,Expenses,Health,95.98,,
2858,04/03/2021,Expenses,Food,52.18,,
2859,06/03/2021,Expenses,Food,52.02,,
2860,06/03/2021,Expenses,,64.84,,
2861,07/03/2021,Expenses,Leisure,40.94,,
2862,08/03/2021,Expenses,,437.94,,
2863,09/03/2021,Expenses,,40.03,,
2864,10/03/2021,Expenses,Utilities,65.69,,
2865,14/03/2021,Expenses,Food,49.92,,
2866,15/03/2021,Expenses,Food,49.77,,
2867,15/03/2021,Expenses,Utilities,115.86,,
2868,16/03/2021,Expenses,Food,49.27,,
2869,17/03/2021,Expenses,,163.34,,
2870,20/03/2021,Expenses,Food,48.63,,
2871,01/04/2021,Income,,3500.00,,
2872,01/04/2021,Expenses,Housing,1700.00,,
2873,01/04/2021,Expenses,Utilities,300.00,,
2874,02/04/2021,Expenses,Food,52.99,,
2875,05/04/2021,Expenses,Food,52.83,,
2876,06/04/2021,Expenses,Leisure,414.37,,
2877,07/04/2021,Expenses,Utilities,86.21,,
2878,09/04/2021,Savings buying,,335.88,124.99,0
2879,11/04/2021,Expenses,Food,50.16,,
2880,11/04/2021,Expenses,,53.78,,
2881,12/04/2021,Expenses,Food,49.85,,
2882,13/04/2021,Expenses,Food,49.69,,
2883,16/04/2021,Expenses,Food,49.54,,
2884,18/04/2021,Expenses,Utilities,109.01,,
2885,18/04/2021,Expenses,Shopping,104.65,,
2886,19/04/2021,Expenses,Food,48.75,,
2887,20/04/2021,Expenses,Food,48.60,,
2888,22/04/2021,Expenses,Food,48.48,,
2889,23/04/2021,Expenses,Food,48.34,,
2890,24/04/2021,Savings selling,,169.0,1.57,1
2891,01/05/2021,Income,,3500.00,,
2892,01/05/2021,Expenses,Housing,1700.00,,
2893,01/05/2021,Expenses,Utilities,300.00,,
2894,01/05/2021,Expenses,Food,53.20,,
2895,05/05/2021,Expenses,Shopping,978.41,,
2896,07/05/2021,Expenses,Food,50.10,,
2897,08/05/2021,Expenses,Leisure,23.73,,
2898,12/05/2021,Expenses,Food,49.88,,
2899,14/05/2021,Expenses,Leisure,528.59,,
2900,18/05/2021,Expenses,Food,48.15,,
2901,20/05/2021,Expenses,Food,48.00,,
